	User_GO:IDS	User_Go_Defs	Slim_GO:IDS	Slim_Go_Defs
956	GO:0030127	COPII vesicle coat	GO:1901135	carbohydrate derivative metabolic process
957	GO:0030131	clathrin adaptor complex	GO:0030119	AP-type membrane coat adaptor complex
958	GO:0030159	signaling receptor complex adaptor activity	GO:0031410	cytoplasmic vesicle
959	GO:0030273	melanin-concentrating hormone receptor activity	GO:0004930	G protein-coupled receptor activity
960	GO:0030273	melanin-concentrating hormone receptor activity	GO:0006725	cellular aromatic compound metabolic process
961	GO:0030273	melanin-concentrating hormone receptor activity	GO:0006793	phosphorus metabolic process
962	GO:0030273	melanin-concentrating hormone receptor activity	GO:0006807	nitrogen compound metabolic process
963	GO:0030273	melanin-concentrating hormone receptor activity	GO:0046483	heterocycle metabolic process
964	GO:0030273	melanin-concentrating hormone receptor activity	GO:0051726	regulation of cell cycle
965	GO:0030274	LIM domain binding	GO:0019904	protein domain specific binding
966	GO:0030286	dynein complex	GO:0005874	microtubule
967	GO:0030286	dynein complex	GO:0006793	phosphorus metabolic process
968	GO:0030286	dynein complex	GO:0006807	nitrogen compound metabolic process
969	GO:0030286	dynein complex	GO:0009058	biosynthetic process
970	GO:0030286	dynein complex	GO:0032991	protein-containing complex
971	GO:0030286	dynein complex	GO:0051189	prosthetic group metabolic process
972	GO:0030308	negative regulation of cell growth	GO:0043412	macromolecule modification
973	GO:0030336	negative regulation of cell migration	GO:0003674	molecular_function
974	GO:0030336	negative regulation of cell migration	GO:0050794	regulation of cellular process
975	GO:0030350	iron-responsive element binding	GO:0003729	mRNA binding
976	GO:0030371	translation repressor activity	GO:0045182	translation regulator activity
977	GO:0030414	peptidase inhibitor activity	GO:0015318	inorganic molecular entity transmembrane transporter activity
978	GO:0030414	peptidase inhibitor activity	GO:0016491	oxidoreductase activity
979	GO:0030414	peptidase inhibitor activity	GO:0048585	negative regulation of response to stimulus
980	GO:0030414	peptidase inhibitor activity	GO:0050794	regulation of cellular process
981	GO:0030424	axon	GO:0043005	neuron projection
982	GO:0030425	dendrite	GO:0043005	neuron projection
983	GO:0030488	tRNA methylation	GO:0008033	tRNA processing
984	GO:0030488	tRNA methylation	GO:0009451	RNA modification
985	GO:0030488	tRNA methylation	GO:0032259	methylation
986	GO:0030488	tRNA methylation	GO:0043412	macromolecule modification
987	GO:0030507	spectrin binding	GO:0008092	cytoskeletal protein binding
988	GO:0030513	positive regulation of BMP signaling pathway	GO:0006575	cellular modified amino acid metabolic process
989	GO:0030513	positive regulation of BMP signaling pathway	GO:0006793	phosphorus metabolic process
990	GO:0030513	positive regulation of BMP signaling pathway	GO:0009058	biosynthetic process
991	GO:0030513	positive regulation of BMP signaling pathway	GO:0019222	regulation of metabolic process
992	GO:0030513	positive regulation of BMP signaling pathway	GO:0022857	transmembrane transporter activity
993	GO:0030513	positive regulation of BMP signaling pathway	GO:0031323	regulation of cellular metabolic process
994	GO:0030513	positive regulation of BMP signaling pathway	GO:0044255	cellular lipid metabolic process
995	GO:0030513	positive regulation of BMP signaling pathway	GO:0048518	positive regulation of biological process
996	GO:0030513	positive regulation of BMP signaling pathway	GO:0048522	positive regulation of cellular process
997	GO:0030513	positive regulation of BMP signaling pathway	GO:0048584	positive regulation of response to stimulus
998	GO:0030513	positive regulation of BMP signaling pathway	GO:0050789	regulation of biological process
999	GO:0030513	positive regulation of BMP signaling pathway	GO:0050794	regulation of cellular process
1000	GO:0030553	cGMP binding	GO:0006066	alcohol metabolic process
1001	GO:0030553	cGMP binding	GO:0006725	cellular aromatic compound metabolic process
1002	GO:0030553	cGMP binding	GO:0006790	sulfur compound metabolic process
1003	GO:0030553	cGMP binding	GO:0006793	phosphorus metabolic process
1004	GO:0030553	cGMP binding	GO:0006807	nitrogen compound metabolic process
1005	GO:0030553	cGMP binding	GO:0009117	nucleotide metabolic process
1006	GO:0030553	cGMP binding	GO:0034641	cellular nitrogen compound metabolic process
1007	GO:0030553	cGMP binding	GO:0042559	pteridine-containing compound biosynthetic process
1008	GO:0030553	cGMP binding	GO:0055086	nucleobase-containing small molecule metabolic process
1009	GO:0030553	cGMP binding	GO:1901135	carbohydrate derivative metabolic process
1010	GO:0030574	collagen catabolic process	GO:0006139	nucleobase-containing compound metabolic process
1011	GO:0030574	collagen catabolic process	GO:0006725	cellular aromatic compound metabolic process
1012	GO:0030574	collagen catabolic process	GO:0006793	phosphorus metabolic process
1013	GO:0030574	collagen catabolic process	GO:0006807	nitrogen compound metabolic process
1014	GO:0030574	collagen catabolic process	GO:0006950	response to stress
1015	GO:0030574	collagen catabolic process	GO:0009056	catabolic process
1016	GO:0030574	collagen catabolic process	GO:0009058	biosynthetic process
1017	GO:0030574	collagen catabolic process	GO:0015849	organic acid transport
1018	GO:0030574	collagen catabolic process	GO:0022607	cellular component assembly
1019	GO:0030574	collagen catabolic process	GO:0034641	cellular nitrogen compound metabolic process
1020	GO:0030574	collagen catabolic process	GO:0046483	heterocycle metabolic process
1021	GO:0030574	collagen catabolic process	GO:0051726	regulation of cell cycle
1022	GO:0030574	collagen catabolic process	GO:0055086	nucleobase-containing small molecule metabolic process
1023	GO:0030574	collagen catabolic process	GO:1901135	carbohydrate derivative metabolic process
1024	GO:0030659	cytoplasmic vesicle membrane	GO:0005488	binding
1025	GO:0030659	cytoplasmic vesicle membrane	GO:0043167	ion binding
1026	GO:0030835	negative regulation of actin filament depolymerization	GO:0060078	regulation of postsynaptic membrane potential
1027	GO:0030835	negative regulation of actin filament depolymerization	GO:0065008	regulation of biological quality
1028	GO:0031011	Ino80 complex	GO:0110165	cellular anatomical entity
1029	GO:0031053	primary miRNA processing	GO:0006869	lipid transport
1030	GO:0031053	primary miRNA processing	GO:0019222	regulation of metabolic process
1031	GO:0031053	primary miRNA processing	GO:0031323	regulation of cellular metabolic process
1032	GO:0031053	primary miRNA processing	GO:0031324	negative regulation of cellular metabolic process
1033	GO:0031053	primary miRNA processing	GO:0033043	regulation of organelle organization
1034	GO:0031053	primary miRNA processing	GO:0050794	regulation of cellular process
1035	GO:0031124	"[""mRNA 3'-end processing""]"	GO:0006397	mRNA processing
1036	GO:0031124	"[""mRNA 3'-end processing""]"	GO:0022857	transmembrane transporter activity
1037	GO:0031124	"[""mRNA 3'-end processing""]"	GO:0050789	regulation of biological process
1038	GO:0031151	histone H3K79 methyltransferase activity	GO:0008168	methyltransferase activity
1039	GO:0031151	histone H3K79 methyltransferase activity	GO:0016757	glycosyltransferase activity
1040	GO:0031151	histone H3K79 methyltransferase activity	GO:0140096	catalytic activity, acting on a protein
1041	GO:0031175	neuron projection development	GO:0008168	methyltransferase activity
1042	GO:0031175	neuron projection development	GO:0048523	negative regulation of cellular process
1043	GO:0031267	small GTPase binding	GO:0019899	enzyme binding
1044	GO:0031507	heterochromatin formation	GO:0016491	oxidoreductase activity
1045	GO:0031514	motile cilium	GO:0005929	cilium
1046	GO:0031515	tRNA (m1A) methyltransferase complex	GO:0022857	transmembrane transporter activity
1047	GO:0031515	tRNA (m1A) methyltransferase complex	GO:0043527	tRNA methyltransferase complex
1048	GO:0031683	G-protein beta/gamma-subunit complex binding	GO:0044877	protein-containing complex binding
1049	GO:0031901	early endosome membrane	GO:0016020	membrane
1050	GO:0031901	early endosome membrane	GO:0022857	transmembrane transporter activity
1051	GO:0031901	early endosome membrane	GO:0140657	ATP-dependent activity
1052	GO:0031957	very long-chain fatty acid-CoA ligase activity	GO:0016874	ligase activity
1053	GO:0031957	very long-chain fatty acid-CoA ligase activity	GO:0030030	cell projection organization
1054	GO:0031966	mitochondrial membrane	GO:0016043	cellular component organization
1055	GO:0031966	mitochondrial membrane	GO:0019222	regulation of metabolic process
1056	GO:0031966	mitochondrial membrane	GO:0050794	regulation of cellular process
1057	GO:0031981	nuclear lumen	GO:0038023	signaling receptor activity
1058	GO:0032012	regulation of ARF protein signal transduction	GO:0019222	regulation of metabolic process
1059	GO:0032012	regulation of ARF protein signal transduction	GO:0031323	regulation of cellular metabolic process
1060	GO:0032012	regulation of ARF protein signal transduction	GO:0031325	positive regulation of cellular metabolic process
1061	GO:0032012	regulation of ARF protein signal transduction	GO:0048518	positive regulation of biological process
1062	GO:0032264	IMP salvage	GO:0009117	nucleotide metabolic process
1063	GO:0032287	peripheral nervous system myelin maintenance	GO:0006629	lipid metabolic process
1064	GO:0032287	peripheral nervous system myelin maintenance	GO:0016772	transferase activity, transferring phosphorus-containing groups
1065	GO:0032287	peripheral nervous system myelin maintenance	GO:0044255	cellular lipid metabolic process
1066	GO:0032287	peripheral nervous system myelin maintenance	GO:1901135	carbohydrate derivative metabolic process
1067	GO:0032324	molybdopterin cofactor biosynthetic process	GO:0046483	heterocycle metabolic process
1068	GO:0032508	DNA duplex unwinding	GO:0016043	cellular component organization
1069	GO:0032508	DNA duplex unwinding	GO:0032392	DNA geometric change
1070	GO:0032508	DNA duplex unwinding	GO:0044255	cellular lipid metabolic process
1071	GO:0033017	sarcoplasmic reticulum membrane	GO:0140097	catalytic activity, acting on DNA
1072	GO:0033179	proton-transporting V-type ATPase, V0 domain	GO:0016772	transferase activity, transferring phosphorus-containing groups
1073	GO:0033198	response to ATP	GO:0042221	response to chemical
1074	GO:0033558	protein lysine deacetylase activity	GO:0019213	deacetylase activity
1075	GO:0033699	"[""DNA 5'-adenosine monophosphate hydrolase activity""]"	GO:0016757	glycosyltransferase activity
1076	GO:0033857	diphosphoinositol-pentakisphosphate kinase activity	GO:0016301	kinase activity
1077	GO:0034045	phagophore assembly site membrane	GO:0016020	membrane
1078	GO:0034045	phagophore assembly site membrane	GO:0098796	membrane protein complex
1079	GO:0034080	CENP-A containing chromatin assembly	GO:1902494	catalytic complex
1080	GO:0034220	monoatomic ion transmembrane transport	GO:0006082	organic acid metabolic process
1081	GO:0034220	monoatomic ion transmembrane transport	GO:0006139	nucleobase-containing compound metabolic process
1082	GO:0034220	monoatomic ion transmembrane transport	GO:0006725	cellular aromatic compound metabolic process
1083	GO:0034220	monoatomic ion transmembrane transport	GO:0006793	phosphorus metabolic process
1084	GO:0034220	monoatomic ion transmembrane transport	GO:0006807	nitrogen compound metabolic process
1085	GO:0034220	monoatomic ion transmembrane transport	GO:0006811	monoatomic ion transport
1086	GO:0034220	monoatomic ion transmembrane transport	GO:0009056	catabolic process
1087	GO:0034220	monoatomic ion transmembrane transport	GO:0009058	biosynthetic process
1088	GO:0034220	monoatomic ion transmembrane transport	GO:0009117	nucleotide metabolic process
1089	GO:0034220	monoatomic ion transmembrane transport	GO:0019222	regulation of metabolic process
1090	GO:0034220	monoatomic ion transmembrane transport	GO:0022857	transmembrane transporter activity
1091	GO:0034220	monoatomic ion transmembrane transport	GO:0032787	monocarboxylic acid metabolic process
1092	GO:0034220	monoatomic ion transmembrane transport	GO:0032991	protein-containing complex
1093	GO:0034220	monoatomic ion transmembrane transport	GO:0034641	cellular nitrogen compound metabolic process
1094	GO:0034220	monoatomic ion transmembrane transport	GO:0043094	cellular metabolic compound salvage
1095	GO:0034220	monoatomic ion transmembrane transport	GO:0044237	cellular metabolic process
1096	GO:0034220	monoatomic ion transmembrane transport	GO:0044281	small molecule metabolic process
1097	GO:0034220	monoatomic ion transmembrane transport	GO:0044283	small molecule biosynthetic process
1098	GO:0034220	monoatomic ion transmembrane transport	GO:0046483	heterocycle metabolic process
1099	GO:0034220	monoatomic ion transmembrane transport	GO:0051049	regulation of transport
1100	GO:0034220	monoatomic ion transmembrane transport	GO:0055085	transmembrane transport
1101	GO:0034220	monoatomic ion transmembrane transport	GO:0055086	nucleobase-containing small molecule metabolic process
1102	GO:0034220	monoatomic ion transmembrane transport	GO:0140513	nuclear protein-containing complex
1103	GO:0034220	monoatomic ion transmembrane transport	GO:1901135	carbohydrate derivative metabolic process
1104	GO:0034451	centriolar satellite	GO:0110165	cellular anatomical entity
1105	GO:0034625	fatty acid elongation, monounsaturated fatty acid	GO:0006811	monoatomic ion transport
1106	GO:0034626	fatty acid elongation, polyunsaturated fatty acid	GO:0004518	nuclease activity
